wastage_id,outlet_id,wastage_date,waste_type,quantity_kg,estimated_cost,reason
6433,3,2020-11-08,prep_waste,0.31,41.1,routine
6434,3,2020-11-08,unsold_cooked,0.13,16.01,routine
6435,3,2020-11-08,spoilage,0.05,7.28,routine
6436,3,2020-11-08,returned_order,0.02,2.76,routine
6437,1,2020-11-09,prep_waste,0.28,42.39,routine
6438,1,2020-11-09,unsold_cooked,0.15,21.93,routine
6439,1,2020-11-09,spoilage,0.08,9.58,routine
6440,1,2020-11-09,returned_order,0.02,2.33,routine
6441,2,2020-11-09,prep_waste,0.33,45.96,routine
6442,2,2020-11-09,unsold_cooked,0.14,20.66,routine
6443,2,2020-11-09,spoilage,0.05,5.6,routine
6444,2,2020-11-09,returned_order,0.02,2.79,routine
6445,3,2020-11-09,prep_waste,0.27,28.74,routine
6446,3,2020-11-09,unsold_cooked,0.12,18.08,routine
6447,3,2020-11-09,spoilage,0.07,8.06,routine
6448,3,2020-11-09,returned_order,0.02,2.16,routine
6449,1,2020-11-10,prep_waste,0.43,63.65,routine
6450,1,2020-11-10,unsold_cooked,0.24,26.29,routine
6451,1,2020-11-10,spoilage,0.07,10.39,routine
6452,1,2020-11-10,returned_order,0.02,2.42,routine
6453,2,2020-11-10,prep_waste,0.21,26.84,routine
6454,2,2020-11-10,unsold_cooked,0.17,26.26,routine
6455,2,2020-11-10,spoilage,0.04,5.2,routine
6456,2,2020-11-10,returned_order,0.72,100.84,routine
6457,3,2020-11-10,prep_waste,0.43,66.12,routine
6458,3,2020-11-10,unsold_cooked,0.18,25.07,routine
6459,3,2020-11-10,spoilage,0.06,7.94,routine
6460,3,2020-11-10,returned_order,0.02,2.82,routine
6461,1,2020-11-11,prep_waste,0.25,27.41,routine
6462,1,2020-11-11,unsold_cooked,0.1,11.27,routine
6463,1,2020-11-11,spoilage,0.05,5.21,routine
6464,1,2020-11-11,returned_order,0.02,2.5,routine
6465,2,2020-11-11,prep_waste,0.33,48.91,routine
6466,2,2020-11-11,unsold_cooked,0.16,22.13,routine
6467,2,2020-11-11,spoilage,0.04,4.53,routine
6468,2,2020-11-11,returned_order,0.02,2.93,routine
6469,3,2020-11-11,prep_waste,0.32,44.0,routine
6470,3,2020-11-11,unsold_cooked,0.22,25.06,routine
6471,3,2020-11-11,spoilage,0.07,9.29,routine
6472,3,2020-11-11,returned_order,0.02,2.21,routine
6473,1,2020-11-12,prep_waste,0.44,67.72,routine
6474,1,2020-11-12,unsold_cooked,0.22,30.94,routine
6475,1,2020-11-12,spoilage,0.04,5.59,routine
6476,1,2020-11-12,returned_order,0.02,2.88,routine
6477,2,2020-11-12,prep_waste,0.26,31.72,routine
6478,2,2020-11-12,unsold_cooked,0.22,30.97,routine
6479,2,2020-11-12,spoilage,0.05,5.52,routine
6480,2,2020-11-12,returned_order,0.51,54.36,routine
6481,3,2020-11-12,prep_waste,0.31,33.46,routine
6482,3,2020-11-12,unsold_cooked,0.11,14.89,routine
6483,3,2020-11-12,spoilage,0.04,5.49,routine
6484,3,2020-11-12,returned_order,0.02,2.29,routine
6485,1,2020-11-13,prep_waste,0.35,47.06,routine
6486,1,2020-11-13,unsold_cooked,0.18,22.61,routine
6487,1,2020-11-13,spoilage,0.08,8.31,routine
6488,1,2020-11-13,returned_order,0.67,72.34,routine
6489,2,2020-11-13,prep_waste,0.2,22.19,routine
6490,2,2020-11-13,unsold_cooked,0.19,20.9,routine
6491,2,2020-11-13,spoilage,0.05,6.7,routine
6492,2,2020-11-13,returned_order,0.86,123.02,routine
6493,3,2020-11-13,prep_waste,0.2,29.9,routine
6494,3,2020-11-13,unsold_cooked,0.21,32.01,routine
6495,3,2020-11-13,spoilage,0.03,3.96,routine
6496,3,2020-11-13,returned_order,0.02,2.9,routine
6497,1,2020-11-14,prep_waste,0.41,50.57,routine
6498,1,2020-11-14,unsold_cooked,0.11,14.41,routine
6499,1,2020-11-14,spoilage,0.07,8.91,routine
6500,1,2020-11-14,returned_order,0.86,121.19,routine
6501,2,2020-11-14,prep_waste,0.3,43.78,routine
6502,2,2020-11-14,unsold_cooked,0.24,31.99,routine
6503,2,2020-11-14,spoilage,0.04,4.58,routine
6504,2,2020-11-14,returned_order,0.5,66.17,routine
6505,3,2020-11-14,prep_waste,0.25,29.79,routine
6506,3,2020-11-14,unsold_cooked,0.16,24.91,routine
6507,3,2020-11-14,spoilage,0.07,8.26,routine
6508,3,2020-11-14,returned_order,0.02,2.22,routine
6509,1,2020-11-15,prep_waste,0.28,38.55,routine
6510,1,2020-11-15,unsold_cooked,0.11,16.5,routine
6511,1,2020-11-15,spoilage,0.04,5.25,routine
6512,1,2020-11-15,returned_order,0.86,122.36,routine
6513,2,2020-11-15,prep_waste,0.28,31.59,routine
6514,2,2020-11-15,unsold_cooked,0.22,27.24,routine
6515,2,2020-11-15,spoilage,0.06,8.96,routine
6516,2,2020-11-15,returned_order,0.67,96.85,routine
6517,3,2020-11-15,prep_waste,0.32,41.67,routine
6518,3,2020-11-15,unsold_cooked,0.22,25.08,routine
6519,3,2020-11-15,spoilage,0.03,3.74,routine
6520,3,2020-11-15,returned_order,0.02,2.23,routine
6521,1,2020-11-16,prep_waste,0.26,37.94,routine
6522,1,2020-11-16,unsold_cooked,0.14,16.5,routine
6523,1,2020-11-16,spoilage,0.07,9.46,routine
6524,1,2020-11-16,returned_order,0.02,2.78,routine
6525,2,2020-11-16,prep_waste,0.33,41.53,routine
6526,2,2020-11-16,unsold_cooked,0.22,32.49,routine
6527,2,2020-11-16,spoilage,0.05,6.51,routine
6528,2,2020-11-16,returned_order,0.02,2.36,routine
6529,3,2020-11-16,prep_waste,0.41,51.71,routine
6530,3,2020-11-16,unsold_cooked,0.1,10.87,routine
6531,3,2020-11-16,spoilage,0.05,5.75,routine
6532,3,2020-11-16,returned_order,0.02,2.42,routine
6533,1,2020-11-17,prep_waste,0.21,29.9,routine
6534,1,2020-11-17,unsold_cooked,0.16,22.05,routine
6535,1,2020-11-17,spoilage,0.04,4.85,routine
6536,1,2020-11-17,returned_order,0.65,92.46,routine
6537,2,2020-11-17,prep_waste,0.27,33.4,routine
6538,2,2020-11-17,unsold_cooked,0.14,16.01,routine
6539,2,2020-11-17,spoilage,0.08,11.06,routine
6540,2,2020-11-17,returned_order,0.02,2.7,routine
6541,3,2020-11-17,prep_waste,0.31,46.5,routine
6542,3,2020-11-17,unsold_cooked,0.12,15.92,routine
6543,3,2020-11-17,spoilage,0.06,6.87,routine
6544,3,2020-11-17,returned_order,0.02,2.43,routine
6545,1,2020-11-18,prep_waste,0.23,35.73,routine
6546,1,2020-11-18,unsold_cooked,0.24,29.19,routine
6547,1,2020-11-18,spoilage,0.04,4.2,routine
6548,1,2020-11-18,returned_order,0.02,2.25,routine
6549,2,2020-11-18,prep_waste,0.35,42.42,routine
6550,2,2020-11-18,unsold_cooked,0.18,20.47,routine
6551,2,2020-11-18,spoilage,0.05,7.34,routine
6552,2,2020-11-18,returned_order,0.02,2.74,routine
6553,3,2020-11-18,prep_waste,0.24,28.79,routine
6554,3,2020-11-18,unsold_cooked,0.1,15.06,routine
6555,3,2020-11-18,spoilage,0.05,6.19,routine
6556,3,2020-11-18,returned_order,0.02,2.9,routine
6557,1,2020-11-19,prep_waste,0.28,35.11,routine
6558,1,2020-11-19,unsold_cooked,0.22,28.83,routine
6559,1,2020-11-19,spoilage,0.05,5.69,routine
6560,1,2020-11-19,returned_order,0.02,2.15,routine
6561,2,2020-11-19,prep_waste,0.25,30.35,routine
6562,2,2020-11-19,unsold_cooked,0.21,25.49,routine
6563,2,2020-11-19,spoilage,0.05,7.71,routine
6564,2,2020-11-19,returned_order,0.02,2.74,routine
6565,3,2020-11-19,prep_waste,0.29,38.61,routine
6566,3,2020-11-19,unsold_cooked,0.18,26.78,routine
6567,3,2020-11-19,spoilage,0.06,6.62,routine
6568,3,2020-11-19,returned_order,0.02,2.85,routine
6569,1,2020-11-20,prep_waste,0.3,34.1,routine
6570,1,2020-11-20,unsold_cooked,0.2,20.51,routine
6571,1,2020-11-20,spoilage,0.04,4.63,routine
6572,1,2020-11-20,returned_order,0.02,2.12,routine
6573,2,2020-11-20,prep_waste,0.24,35.13,routine
6574,2,2020-11-20,unsold_cooked,0.21,24.53,routine
6575,2,2020-11-20,spoilage,0.06,7.67,routine
6576,2,2020-11-20,returned_order,0.02,2.96,routine
6577,3,2020-11-20,prep_waste,0.25,28.45,routine
6578,3,2020-11-20,unsold_cooked,0.16,22.48,routine
6579,3,2020-11-20,spoilage,0.06,7.03,routine
6580,3,2020-11-20,returned_order,0.02,2.92,routine
6581,1,2020-11-21,prep_waste,0.24,33.28,routine
6582,1,2020-11-21,unsold_cooked,0.12,15.29,routine
6583,1,2020-11-21,spoilage,0.07,8.65,routine
6584,1,2020-11-21,returned_order,0.52,57.74,routine
6585,2,2020-11-21,prep_waste,0.45,55.67,routine
6586,2,2020-11-21,unsold_cooked,0.16,19.64,routine
6587,2,2020-11-21,spoilage,0.07,10.86,routine
6588,2,2020-11-21,returned_order,0.86,123.25,routine
6589,3,2020-11-21,prep_waste,0.3,44.83,routine
6590,3,2020-11-21,unsold_cooked,0.17,24.26,routine
6591,3,2020-11-21,spoilage,0.05,6.92,routine
6592,3,2020-11-21,returned_order,0.02,2.13,routine
6593,1,2020-11-22,prep_waste,0.38,48.94,routine
6594,1,2020-11-22,unsold_cooked,0.17,18.95,routine
6595,1,2020-11-22,spoilage,0.04,5.14,routine
6596,1,2020-11-22,returned_order,0.86,106.11,routine
6597,2,2020-11-22,prep_waste,0.18,21.91,routine
6598,2,2020-11-22,unsold_cooked,0.23,35.72,routine
6599,2,2020-11-22,spoilage,0.06,9.61,routine
6600,2,2020-11-22,returned_order,0.02,3.05,routine
6601,3,2020-11-22,prep_waste,0.43,46.49,routine
6602,3,2020-11-22,unsold_cooked,0.22,27.29,routine
6603,3,2020-11-22,spoilage,0.05,5.66,routine
6604,3,2020-11-22,returned_order,0.02,2.27,routine
6605,1,2020-11-23,prep_waste,0.33,37.65,routine
6606,1,2020-11-23,unsold_cooked,0.2,28.83,routine
6607,1,2020-11-23,spoilage,0.04,4.54,routine
6608,1,2020-11-23,returned_order,0.02,2.6,routine
6609,2,2020-11-23,prep_waste,0.36,50.25,routine
6610,2,2020-11-23,unsold_cooked,0.18,23.46,routine
6611,2,2020-11-23,spoilage,0.07,8.33,routine
6612,2,2020-11-23,returned_order,0.02,2.47,routine
6613,3,2020-11-23,prep_waste,0.19,20.27,routine
6614,3,2020-11-23,unsold_cooked,0.13,17.86,routine
6615,3,2020-11-23,spoilage,0.08,10.08,routine
6616,3,2020-11-23,returned_order,0.02,3.0,routine
6617,1,2020-11-24,prep_waste,0.42,56.96,routine
6618,1,2020-11-24,unsold_cooked,0.23,29.01,routine
6619,1,2020-11-24,spoilage,0.05,7.03,routine
6620,1,2020-11-24,returned_order,0.9,102.85,routine
6621,2,2020-11-24,prep_waste,0.35,47.66,routine
6622,2,2020-11-24,unsold_cooked,0.17,18.23,routine
6623,2,2020-11-24,spoilage,0.08,10.87,routine
6624,2,2020-11-24,returned_order,0.02,2.31,routine
6625,3,2020-11-24,prep_waste,0.3,32.21,routine
6626,3,2020-11-24,unsold_cooked,0.21,30.5,routine
6627,3,2020-11-24,spoilage,0.07,10.73,routine
6628,3,2020-11-24,returned_order,0.02,2.65,routine
6629,1,2020-11-25,prep_waste,0.28,39.65,routine
6630,1,2020-11-25,unsold_cooked,0.11,15.94,routine
6631,1,2020-11-25,spoilage,0.07,8.49,routine
6632,1,2020-11-25,returned_order,0.02,2.3,routine
6633,2,2020-11-25,prep_waste,0.44,49.61,routine
6634,2,2020-11-25,unsold_cooked,0.12,12.97,routine
6635,2,2020-11-25,spoilage,0.07,10.4,routine
6636,2,2020-11-25,returned_order,0.02,2.61,routine
6637,3,2020-11-25,prep_waste,0.38,51.13,routine
6638,3,2020-11-25,unsold_cooked,0.23,30.49,routine
6639,3,2020-11-25,spoilage,0.05,6.2,routine
6640,3,2020-11-25,returned_order,0.02,2.93,routine
6641,1,2020-11-26,prep_waste,0.38,41.2,routine
6642,1,2020-11-26,unsold_cooked,0.25,29.71,routine
6643,1,2020-11-26,spoilage,0.05,6.81,routine
6644,1,2020-11-26,returned_order,0.87,122.98,routine
6645,2,2020-11-26,prep_waste,0.44,50.54,routine
6646,2,2020-11-26,unsold_cooked,0.18,23.14,routine
6647,2,2020-11-26,spoilage,0.04,4.62,routine
6648,2,2020-11-26,returned_order,0.02,2.49,routine
6649,3,2020-11-26,prep_waste,0.26,31.15,routine
6650,3,2020-11-26,unsold_cooked,0.24,33.04,routine
6651,3,2020-11-26,spoilage,0.04,4.52,routine
6652,3,2020-11-26,returned_order,0.02,2.28,routine
6653,1,2020-11-27,prep_waste,0.44,57.46,routine
6654,1,2020-11-27,unsold_cooked,0.15,20.67,routine
6655,1,2020-11-27,spoilage,0.04,4.88,routine
6656,1,2020-11-27,returned_order,0.61,78.46,routine
6657,2,2020-11-27,prep_waste,0.37,55.63,routine
6658,2,2020-11-27,unsold_cooked,0.19,21.81,routine
6659,2,2020-11-27,spoilage,0.06,8.09,routine
6660,2,2020-11-27,returned_order,0.02,2.83,routine
6661,3,2020-11-27,prep_waste,0.43,60.48,routine
6662,3,2020-11-27,unsold_cooked,0.2,27.16,routine
6663,3,2020-11-27,spoilage,0.06,7.33,routine
6664,3,2020-11-27,returned_order,0.02,2.3,routine
6665,1,2020-11-28,prep_waste,0.33,50.67,routine
6666,1,2020-11-28,unsold_cooked,0.16,24.06,routine
6667,1,2020-11-28,spoilage,0.06,6.32,routine
6668,1,2020-11-28,returned_order,1.6,181.69,routine
6669,2,2020-11-28,prep_waste,0.44,64.61,routine
6670,2,2020-11-28,unsold_cooked,0.13,16.38,routine
6671,2,2020-11-28,spoilage,0.04,5.91,routine
6672,2,2020-11-28,returned_order,0.78,88.56,routine
6673,3,2020-11-28,prep_waste,0.41,58.55,routine
6674,3,2020-11-28,unsold_cooked,0.1,13.12,routine
6675,3,2020-11-28,spoilage,0.03,5.02,routine
6676,3,2020-11-28,returned_order,0.02,2.15,routine
6677,1,2020-11-29,prep_waste,0.19,20.55,routine
6678,1,2020-11-29,unsold_cooked,0.21,31.54,routine
6679,1,2020-11-29,spoilage,0.04,4.61,routine
6680,1,2020-11-29,returned_order,1.13,147.59,routine
6681,2,2020-11-29,prep_waste,0.4,53.93,routine
6682,2,2020-11-29,unsold_cooked,0.24,31.69,routine
6683,2,2020-11-29,spoilage,0.07,10.57,routine
6684,2,2020-11-29,returned_order,0.57,74.41,routine
6685,3,2020-11-29,prep_waste,0.38,43.41,routine
6686,3,2020-11-29,unsold_cooked,0.23,24.4,routine
6687,3,2020-11-29,spoilage,0.04,5.97,routine
6688,3,2020-11-29,returned_order,0.02,2.28,routine
6689,1,2020-11-30,prep_waste,0.34,42.71,routine
6690,1,2020-11-30,unsold_cooked,0.15,17.55,routine
6691,1,2020-11-30,spoilage,0.04,4.01,routine
6692,1,2020-11-30,returned_order,0.02,3.09,routine
6693,2,2020-11-30,prep_waste,0.44,47.53,routine
6694,2,2020-11-30,unsold_cooked,0.1,13.41,routine
6695,2,2020-11-30,spoilage,0.06,6.76,routine
6696,2,2020-11-30,returned_order,0.02,2.44,routine
6697,3,2020-11-30,prep_waste,0.33,45.41,routine
6698,3,2020-11-30,unsold_cooked,0.11,12.43,routine
6699,3,2020-11-30,spoilage,0.06,8.87,routine
6700,3,2020-11-30,returned_order,0.02,2.45,routine
6701,1,2020-12-01,prep_waste,0.39,46.86,routine
6702,1,2020-12-01,unsold_cooked,0.14,18.8,routine
6703,1,2020-12-01,spoilage,0.06,8.15,routine
6704,1,2020-12-01,returned_order,0.02,2.36,routine
6705,2,2020-12-01,prep_waste,0.28,41.37,routine
6706,2,2020-12-01,unsold_cooked,0.24,32.3,routine
6707,2,2020-12-01,spoilage,0.06,6.9,routine
6708,2,2020-12-01,returned_order,0.02,2.68,routine
6709,3,2020-12-01,prep_waste,0.33,37.77,routine
6710,3,2020-12-01,unsold_cooked,0.19,19.75,routine
6711,3,2020-12-01,spoilage,0.07,10.55,routine
6712,3,2020-12-01,returned_order,0.02,2.22,routine
6713,1,2020-12-02,prep_waste,0.22,32.11,routine
6714,1,2020-12-02,unsold_cooked,0.2,24.64,routine
6715,1,2020-12-02,spoilage,0.03,4.35,routine
6716,1,2020-12-02,returned_order,0.02,3.05,routine
6717,2,2020-12-02,prep_waste,0.37,55.03,routine
6718,2,2020-12-02,unsold_cooked,0.19,22.74,routine
6719,2,2020-12-02,spoilage,0.03,4.13,routine
6720,2,2020-12-02,returned_order,0.02,2.89,routine
6721,3,2020-12-02,prep_waste,0.22,31.07,routine
6722,3,2020-12-02,unsold_cooked,0.14,16.98,routine
6723,3,2020-12-02,spoilage,0.04,5.61,routine
6724,3,2020-12-02,returned_order,0.74,84.38,routine
6725,1,2020-12-03,prep_waste,0.21,28.46,routine
6726,1,2020-12-03,unsold_cooked,0.14,20.14,routine
6727,1,2020-12-03,spoilage,0.04,4.23,routine
6728,1,2020-12-03,returned_order,0.02,2.86,routine
6729,2,2020-12-03,prep_waste,0.38,57.77,routine
6730,2,2020-12-03,unsold_cooked,0.23,29.15,routine
6731,2,2020-12-03,spoilage,0.05,6.24,routine
6732,2,2020-12-03,returned_order,0.02,2.8,routine
6733,3,2020-12-03,prep_waste,0.38,42.69,routine
6734,3,2020-12-03,unsold_cooked,0.2,21.7,routine
6735,3,2020-12-03,spoilage,0.04,4.4,routine
6736,3,2020-12-03,returned_order,0.02,2.55,routine
6737,1,2020-12-04,prep_waste,0.43,65.88,routine
6738,1,2020-12-04,unsold_cooked,0.2,23.86,routine
6739,1,2020-12-04,spoilage,0.08,11.56,routine
6740,1,2020-12-04,returned_order,0.02,2.35,routine
6741,2,2020-12-04,prep_waste,0.42,64.08,routine
6742,2,2020-12-04,unsold_cooked,0.1,11.73,routine
6743,2,2020-12-04,spoilage,0.04,4.53,routine
6744,2,2020-12-04,returned_order,0.57,62.68,routine
6745,3,2020-12-04,prep_waste,0.36,44.29,routine
6746,3,2020-12-04,unsold_cooked,0.1,10.66,routine
6747,3,2020-12-04,spoilage,0.03,4.43,routine
6748,3,2020-12-04,returned_order,0.02,2.61,routine
6749,1,2020-12-05,prep_waste,0.44,65.53,routine
6750,1,2020-12-05,unsold_cooked,0.2,31.35,routine
6751,1,2020-12-05,spoilage,0.05,5.77,routine
6752,1,2020-12-05,returned_order,0.52,79.53,routine
6753,2,2020-12-05,prep_waste,0.44,51.54,routine
6754,2,2020-12-05,unsold_cooked,0.16,17.08,routine
6755,2,2020-12-05,spoilage,0.06,6.55,routine
6756,2,2020-12-05,returned_order,0.02,2.49,routine
6757,3,2020-12-05,prep_waste,0.37,47.65,routine
6758,3,2020-12-05,unsold_cooked,0.13,19.91,routine
6759,3,2020-12-05,spoilage,0.06,7.6,routine
6760,3,2020-12-05,returned_order,0.02,2.45,routine
6761,1,2020-12-06,prep_waste,0.26,37.44,routine
6762,1,2020-12-06,unsold_cooked,0.17,23.23,routine
6763,1,2020-12-06,spoilage,0.08,9.27,routine
6764,1,2020-12-06,returned_order,0.63,95.11,routine
6765,2,2020-12-06,prep_waste,0.43,62.04,routine
6766,2,2020-12-06,unsold_cooked,0.17,23.52,routine
6767,2,2020-12-06,spoilage,0.05,5.16,routine
6768,2,2020-12-06,returned_order,0.02,2.18,routine
6769,3,2020-12-06,prep_waste,0.29,36.74,routine
6770,3,2020-12-06,unsold_cooked,0.22,26.07,routine
6771,3,2020-12-06,spoilage,0.04,5.7,routine
6772,3,2020-12-06,returned_order,0.02,2.46,routine
6773,1,2020-12-07,prep_waste,0.39,50.02,routine
6774,1,2020-12-07,unsold_cooked,0.22,24.12,routine
6775,1,2020-12-07,spoilage,0.04,4.91,routine
6776,1,2020-12-07,returned_order,0.02,3.01,routine
6777,2,2020-12-07,prep_waste,0.41,55.15,routine
6778,2,2020-12-07,unsold_cooked,0.19,28.92,routine
6779,2,2020-12-07,spoilage,0.07,9.4,routine
6780,2,2020-12-07,returned_order,0.02,2.77,routine
6781,3,2020-12-07,prep_waste,0.19,23.13,routine
6782,3,2020-12-07,unsold_cooked,0.11,17.39,routine
6783,3,2020-12-07,spoilage,0.07,9.97,routine
6784,3,2020-12-07,returned_order,0.02,2.83,routine
6785,1,2020-12-08,prep_waste,0.42,59.59,routine
6786,1,2020-12-08,unsold_cooked,0.13,18.28,routine
6787,1,2020-12-08,spoilage,0.06,6.99,routine
6788,1,2020-12-08,returned_order,0.02,2.85,routine
6789,2,2020-12-08,prep_waste,0.22,25.03,routine
6790,2,2020-12-08,unsold_cooked,0.18,18.98,routine
6791,2,2020-12-08,spoilage,0.05,7.81,routine
6792,2,2020-12-08,returned_order,0.02,2.27,routine
6793,3,2020-12-08,prep_waste,0.34,40.15,routine
6794,3,2020-12-08,unsold_cooked,0.16,23.48,routine
6795,3,2020-12-08,spoilage,0.08,9.52,routine
6796,3,2020-12-08,returned_order,0.02,2.75,routine
6797,1,2020-12-09,prep_waste,0.38,44.22,routine
6798,1,2020-12-09,unsold_cooked,0.13,13.72,routine
6799,1,2020-12-09,spoilage,0.08,9.61,routine
6800,1,2020-12-09,returned_order,0.02,2.2,routine
6801,2,2020-12-09,prep_waste,0.32,44.4,routine
6802,2,2020-12-09,unsold_cooked,0.11,14.46,routine
6803,2,2020-12-09,spoilage,0.07,9.23,routine
6804,2,2020-12-09,returned_order,0.02,2.22,routine
6805,3,2020-12-09,prep_waste,0.25,34.42,routine
6806,3,2020-12-09,unsold_cooked,0.18,21.85,routine
6807,3,2020-12-09,spoilage,0.06,8.44,routine
6808,3,2020-12-09,returned_order,0.02,2.22,routine
6809,1,2020-12-10,prep_waste,0.19,28.57,routine
6810,1,2020-12-10,unsold_cooked,0.18,26.49,routine
6811,1,2020-12-10,spoilage,0.05,5.38,routine
6812,1,2020-12-10,returned_order,0.02,2.34,routine
6813,2,2020-12-10,prep_waste,0.2,22.52,routine
6814,2,2020-12-10,unsold_cooked,0.15,21.09,routine
6815,2,2020-12-10,spoilage,0.07,8.62,routine
6816,2,2020-12-10,returned_order,0.02,2.28,routine
6817,3,2020-12-10,prep_waste,0.23,25.27,routine
6818,3,2020-12-10,unsold_cooked,0.11,16.46,routine
6819,3,2020-12-10,spoilage,0.05,6.44,routine
6820,3,2020-12-10,returned_order,0.02,2.85,routine
6821,1,2020-12-11,prep_waste,0.37,45.46,routine
6822,1,2020-12-11,unsold_cooked,0.11,15.91,routine
6823,1,2020-12-11,spoilage,0.08,9.65,routine
6824,1,2020-12-11,returned_order,0.02,2.92,routine
6825,2,2020-12-11,prep_waste,0.34,40.41,routine
6826,2,2020-12-11,unsold_cooked,0.14,18.69,routine
6827,2,2020-12-11,spoilage,0.04,3.95,routine
6828,2,2020-12-11,returned_order,0.02,2.25,routine
6829,3,2020-12-11,prep_waste,0.25,31.52,routine
6830,3,2020-12-11,unsold_cooked,0.24,33.25,routine
6831,3,2020-12-11,spoilage,0.07,11.39,routine
6832,3,2020-12-11,returned_order,0.02,2.88,routine
6833,1,2020-12-12,prep_waste,0.38,43.65,routine
6834,1,2020-12-12,unsold_cooked,0.24,37.23,routine
6835,1,2020-12-12,spoilage,0.08,8.46,routine
6836,1,2020-12-12,returned_order,0.02,2.99,routine
6837,2,2020-12-12,prep_waste,0.18,26.44,routine
6838,2,2020-12-12,unsold_cooked,0.1,13.15,routine
6839,2,2020-12-12,spoilage,0.05,6.58,routine
6840,2,2020-12-12,returned_order,0.02,2.33,routine
6841,3,2020-12-12,prep_waste,0.18,25.3,routine
6842,3,2020-12-12,unsold_cooked,0.11,15.4,routine
6843,3,2020-12-12,spoilage,0.04,4.54,routine
6844,3,2020-12-12,returned_order,0.52,72.81,routine
6845,1,2020-12-13,prep_waste,0.22,31.51,routine
6846,1,2020-12-13,unsold_cooked,0.12,17.46,routine
6847,1,2020-12-13,spoilage,0.07,7.63,routine
6848,1,2020-12-13,returned_order,2.46,279.94,routine
6849,2,2020-12-13,prep_waste,0.43,52.4,routine
6850,2,2020-12-13,unsold_cooked,0.21,31.16,routine
6851,2,2020-12-13,spoilage,0.07,9.54,routine
6852,2,2020-12-13,returned_order,0.02,3.05,routine
6853,3,2020-12-13,prep_waste,0.32,47.03,routine
6854,3,2020-12-13,unsold_cooked,0.11,14.65,routine
6855,3,2020-12-13,spoilage,0.05,6.86,routine
6856,3,2020-12-13,returned_order,0.02,2.64,routine
6857,1,2020-12-14,prep_waste,0.19,25.72,routine
6858,1,2020-12-14,unsold_cooked,0.13,14.15,routine
6859,1,2020-12-14,spoilage,0.07,9.62,routine
6860,1,2020-12-14,returned_order,0.02,2.53,routine
6861,2,2020-12-14,prep_waste,0.22,26.87,routine
6862,2,2020-12-14,unsold_cooked,0.13,19.15,routine
6863,2,2020-12-14,spoilage,0.05,7.67,routine
6864,2,2020-12-14,returned_order,0.02,2.61,routine
6865,3,2020-12-14,prep_waste,0.26,36.07,routine
6866,3,2020-12-14,unsold_cooked,0.15,19.42,routine
6867,3,2020-12-14,spoilage,0.06,7.04,routine
6868,3,2020-12-14,returned_order,0.02,2.94,routine
6869,1,2020-12-15,prep_waste,0.25,26.95,routine
6870,1,2020-12-15,unsold_cooked,0.21,29.32,routine
6871,1,2020-12-15,spoilage,0.07,9.88,routine
6872,1,2020-12-15,returned_order,0.02,2.3,routine
6873,2,2020-12-15,prep_waste,0.28,42.96,routine
6874,2,2020-12-15,unsold_cooked,0.15,22.99,routine
6875,2,2020-12-15,spoilage,0.05,7.76,routine
6876,2,2020-12-15,returned_order,0.02,2.83,routine
